source,binarize,gt,lt,vol,balance_labeled_data,num_of_training_examples,features,outputs,h1,h2,epochs,Lambda,Reg,alpha,experiment_time,last_mean_training_loss,last_mean_validation_loss,last_mean_training_loss_slope,last_mean_validation_loss_slope,best_last_epoch,best_last_mean_validation_loss
GQ,True,0.0,10.0,0,False,755,6,2,50,50,20,0.0001,L2,0.01,3.7,0.47,0.52,-0.000458731265249,0.00012962962963,1.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,5,5,20,0.1,L1,0.001,2.94,0.59,0.52,-0.000327988846288,-0.000565951916829,19.0,0.52
GQ,True,0.0,10.0,0,False,755,6,2,100,100,20,0.1,L2,0.01,4.62,0.48,0.52,-0.000357162774486,-0.000764132553606,19.0,0.52
GQ,True,0.0,10.0,0,False,755,6,2,50,50,20,0.01,L2,0.001,3.56,0.53,0.5,0.00207790170791,0.000174626380767,18.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,2,2,20,0.001,L2,0.0001,2.93,0.64,0.63,-0.0042081910073200005,-0.00459941520468,19.0,0.63
GQ,True,0.0,10.0,0,False,755,6,2,50,50,20,0.01,L2,0.01,3.5,0.53,0.52,0.0025653537818100002,-0.000847790773229,3.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,50,50,20,0.1,L1,0.01,3.71,0.42,0.51,0.000511153712095,-0.000418453541261,19.0,0.51
GQ,True,0.0,10.0,0,False,755,6,2,50,50,20,0.001,L1,0.01,3.56,0.61,0.53,0.00205535029627,0.00204938271605,7.0,0.51
GQ,True,0.0,10.0,0,False,755,6,2,5,5,20,1.0,L2,0.01,2.95,0.46,0.5,0.00183070756361,-0.000156595191683,19.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,15,15,20,0.01,L2,0.0001,3.14,0.6,0.56,-0.000512757058209,-0.0020307017543900003,19.0,0.56
GQ,True,0.0,10.0,0,False,755,6,2,100,100,50,0.01,L1,0.01,13.77,0.53,0.51,0.00033448303824799993,6.06449987403e-05,2.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,100,100,50,0.01,L1,0.1,13.74,0.49,0.53,-0.00121289363427,7.57369614514e-05,47.0,0.53
GQ,True,0.0,10.0,0,False,755,6,2,50,50,50,0.1,L1,0.01,9.66,0.42,0.51,-0.000248087579403,7.15545477451e-05,1.0,0.49
GQ,True,0.0,10.0,0,False,755,6,2,15,15,50,0.0001,L1,0.01,7.87,0.36,0.57,0.000623478848493,0.00197498110355,12.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,1,1,50,0.0001,L1,0.001,7.41,0.51,0.5,0.000199783754561,-4.85512723607e-05,49.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,10,10,50,0.001,L2,0.001,8.18,0.38,0.53,-0.00452015677794,0.0023056941295,19.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,2,2,50,0.0001,L2,0.1,7.83,0.33,0.67,0.00109181240708,0.00362592592593,6.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,5,5,50,1.0,L2,0.0001,7.9,0.6,0.55,0.00115406406271,-0.000131519274376,49.0,0.55
GQ,True,0.0,10.0,0,False,755,6,2,15,15,50,0.01,L2,0.001,8.44,0.57,0.52,0.0015458413299100002,0.000917208364827,15.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,5,5,50,0.001,L2,0.1,7.99,0.3,0.75,-0.00507915123665,0.00571630133535,7.0,0.51
GQ,True,0.0,10.0,0,False,755,6,2,50,50,200,1.0,L2,0.01,45.69,0.46,0.53,0.0008948261173420002,-3.97326136855e-05,15.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,2,2,200,0.0001,L1,0.001,37.99,0.57,0.69,-0.000421476255449,0.0007678283392269999,48.0,0.5
GQ,True,0.0,10.0,0,False,755,6,2,5,5,200,0.01,L2,0.001,37.35,0.2,0.71,-0.000965316649473,0.00145124077176,52.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,100,100,200,0.0001,L1,0.001,60.51,0.4,0.64,-0.0010548271157100001,0.00185802469136,76.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,200,0.1,L1,0.01,36.61,0.38,0.54,0.0006472914240069999,-0.00020496618897,23.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,200,0.1,L1,0.0001,37.14,0.24,0.54,-0.000921486904722,0.000378833984738,106.0,0.52
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,0.001,L2,0.0001,3.33,0.59,0.56,0.00035301498780100003,-0.0016868096166300002,19.0,0.56
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,1.0,L2,0.0001,2.98,0.57,0.58,-0.0017244684559100001,-0.0016377517868699995,19.0,0.58
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,0.01,L1,0.1,3.09,0.51,0.52,0.00119578250261,-0.00108154645874,17.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,6,6,20,1.0,L2,0.0001,3.18,0.66,0.62,-0.00306660857442,-0.0028991228070200004,19.0,0.62
GQ,True,0.0,10.0,0,False,755,3,2,1,1,20,0.1,L1,0.001,2.95,0.56,0.51,-0.000241721854305,-0.000312215724496,19.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,1.0,L1,0.1,3.13,0.45,0.51,0.00127574067619,-0.00027030539311199996,15.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,1.0,L2,0.001,3.15,0.54,0.51,0.0032515162077399995,-0.000408219623132,19.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,6,6,20,0.01,L2,0.01,3.14,0.54,0.5,0.00217898222377,-0.000284762833008,19.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,1.0,L2,0.0001,3.16,0.62,0.58,-0.000389229696758,0.000262833008447,-inf,inf
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.001,L1,0.1,2.93,0.38,0.54,-0.0021244684559100003,0.00595354126056,8.0,0.52
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,0.01,L1,0.01,2.89,0.47,0.5,-0.0012467758801,0.000191033138402,10.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,4,4,20,0.001,L2,0.001,3.07,0.53,0.51,-0.00448138724294,-0.000645061728395,19.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.001,L2,0.1,3.21,0.59,0.52,-0.00281561519693,0.00147043534763,11.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,0.0001,L2,0.0001,3.21,0.72,0.7,-0.006188637155800001,-0.00776721897336,19.0,0.7
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,0.001,L2,0.1,3.2,0.56,0.52,0.00155782502614,-0.000782326185835,15.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.0001,L2,0.1,3.11,0.44,0.52,0.00295318926455,-0.000697205977908,1.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,0.1,L1,0.0001,3.08,0.61,0.62,-0.00498860230045,-0.00447157244964,19.0,0.62
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.001,L2,0.0001,3.39,0.6,0.58,-0.00174980829557,-0.00235623781676,19.0,0.58
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,0.001,L2,0.1,3.24,0.52,0.51,0.00391770651795,0.000417966211826,13.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,6,6,20,1.0,L2,0.01,3.1,0.36,0.52,-0.001334925061,-0.000170240415854,19.0,0.52
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,1.0,L2,0.0001,3.03,0.57,0.56,-0.00103053328686,-0.0007396036387260001,19.0,0.56
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.1,L2,0.0001,3.08,0.46,0.5,-0.00701951899617,-5.62053281352e-05,19.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,6,6,20,0.1,L2,0.1,2.95,0.51,0.51,-0.00267584524224,-0.0008719948018189997,4.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,3,3,20,0.1,L1,0.001,2.82,0.45,0.5,-0.000773509933775,-0.0002340805718,19.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,6,6,20,1.0,L1,0.0001,2.95,0.62,0.6,0.00168044614848,0.00011728395061700004,-inf,inf
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,1.0,L2,0.01,2.91,0.53,0.5,-0.00204925060997,-5.52306692658e-06,19.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,20,1.0,L2,0.0001,2.96,0.58,0.58,-0.00284576507494,-0.00251072124756,19.0,0.58
GQ,True,0.0,10.0,0,False,755,3,2,2,2,20,1.0,L2,0.01,2.95,0.51,0.5,-0.0011835134193099999,-7.1474983754899996e-06,19.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,4,4,20,1.0,L1,0.01,2.87,0.41,0.51,-0.00567169745556,0.00178849902534,5.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,1,1,30,0.001,L2,0.1,4.57,0.36,0.56,-0.00314397503235,0.0022895558393600003,9.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,4,4,30,0.0001,L2,0.001,4.85,0.49,0.5,0.00302385628378,0.000141691499929,28.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,1,1,30,0.001,L1,0.001,4.9,0.56,0.51,0.0016165943518299999,0.000222080317866,22.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,6,6,30,1.0,L1,0.001,4.58,0.35,0.53,-0.00270561010885,0.000934014474244,11.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,3,3,30,0.001,L2,0.1,5.2,0.47,0.51,-0.000886092715232,0.00194238683128,26.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,2,2,30,1.0,L2,0.1,4.8,0.46,0.51,0.00041120499353,0.000511565205052,7.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,4,4,100,0.1,L2,0.1,18.34,0.29,0.63,-0.00248204963543,0.003670183314630001,47.0,0.51
GQ,True,0.0,10.0,0,False,755,3,2,4,4,100,0.01,L1,0.01,17.99,0.49,0.5,0.000767331594087,8.95997007111e-06,97.0,0.5
GQ,True,0.0,10.0,0,False,755,3,2,5,5,100,0.1,L2,0.0001,17.97,0.62,0.55,0.0005704073851089999,0.0007161366753960001,54.0,0.54
GQ,True,0,10.0,0,False,755,3,2,6,6,100,1.0,L1,0.1,17.71,0.34,0.57,-0.00205189109639,0.00136415388452,26,0.51
